SMILES,IE
c1ccc(cc1)c1cncc(n1)N(=O)=O,5.403
C1CO[C@@](CO1)(C(=O)O)N,5.403
C#C[C@@H]1CC[C@@H](C=C)C1,5.403
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)N(C)C)N(C)C,5.403
C=CC1CCCCC1,5.403
C(=C\C(C)(C)C)/C(=O)C(C)(C)C,5.404
Cn1cc(cc1C#N)C(=O)O,5.404
C1=C(C(=O)O)OC=C(N(=O)=O)O1,5.404
C=C[C@H]1C=CC=C1N(=O)=O,5.404
c1(C(=O)/C=C/c2ccc(cc2)N(=O)=O)ccccc1,5.405
c1(c(c2c(cc1)nccn2)C(=O)O)C,5.405
c1ccc(cc1)[C@@H]1C=CC=C1N(=O)=O,5.406
C1=COC(=C[C@@H]1C#N)C(=N)O,5.407
c1cc(ccn1)c1ccnc(c1C)C#C,5.407
C=C[C@@H]1CCC[C@@H](C1)OC,5.407
C(=O)(NCC=C)OCC,5.408
c1(=O)[nH]cccn1,5.408
C[C@@H]1C=CC=C1N(=O)=O,5.408
c1(cc(cc(c1)C)C)C#N,5.408
C#CC1(CCCC1)c1ccccc1,5.408
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C#C)C,5.41
[N](C#N)c1c(OC)cc(c(c1)OC)[N]C#N,5.411
c1cc2c(c(c1)C)C(=O)c1c(C2=O)c(ccc1)C#C,5.411
CC(=O)c1c(nccn1)OCCOCCOC,5.412
C1=C[C@@H]([C@H](C=C1)C(=O)O)C(=N)O,5.412
C(CCCCCCCCCC)C1=C(O)C(=O)C=C(C1=O)O,5.413
C(C(C)(C)C)NC(=O)C,5.413
CC(=O)c1cncc(/N=C(/C)\O)n1,5.413
C(=O)(CN=[N]=[N])c1ccc(cc1)C,5.414
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)C#C)C,5.414
c1(c([N]C2=C[CH]C(=O)C=C2)ccc(c1)N(=O)=O)N(=O)=O,5.414
[C@](CN(=O)=O)(NC(=O)C)(C)c1ccccc1,5.415
C1=COC(=C[C@@H]1O)C#N,5.415
C1CO[C@H]([C@@H](N)O1)N(=O)=O,5.416
O(C(=O)C)C=C,5.417
O[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,5.417
c1cc(ccn1)c1ccnc(c1CC)C,5.417
c1cc(ccn1)c1cc(nc(c1)C)C#C,5.419
C#CC1(CCCCC1)c1ccccc1,5.419
c1c(c2c(c(c1)C(=O)O)nccn2)C(=O)O,5.419
CCc1cnccn1,5.419
O/N=c/1\ccoc(O)c1,5.42
c1(cc2c(cc1)C(=O)c1c(C2=O)c(ccc1)C#C)C,5.42
C(=O)(OC(CCCC(=O)C)(C)C)c1ccc(cc1)C,5.42
C/C(=N/c1c(nccn1)N(=O)=O)/O,5.42
c1cc2c(cc1)C(=O)c1c(C2=O)c(c(cc1)C)C,5.421
c1cc(ccn1)c1c(cncc1C#C)C,5.422
c1cc(ccn1)c1cc(nc(c1)C)CC,5.422
CC(=O)c1c(nccn1)OCCOC,5.422
c1cnc(c(N)n1)N(=O)=O,5.422
COC1CCCC1,5.422
c1cc2c(cc1)C(=O)c1c(C2=O)c(c(cc1)CC)C,5.422
Nc1ncc(O)c(N)n1,5.422
C[C@@H]1[C@H](O)OCCO1,5.423
C1=C[C@H](C(=C1)C#N)O,5.424
Cn1ccc(c1C(=N)O)N(=O)=O,5.424
C=Cc1c(C(=O)C)nccn1,5.425
Nc1cc(=N)[nH]nc1O,5.425
C#Cc1cnc(cn1)C(C)(C)C,5.426
C1CCC(CC1)(C(=N)O)N,5.426
COCCOCCOc1c(nccn1)N(=O)=O,5.426
C1C(=COC=C1N(=O)=O)C(=N)O,5.428
C#Cc1ccc(cc1)C(=O)N,5.428
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)C#C)C#C,5.429
O=C(c1nc2c(nc1)cccc2)C,5.429
CCc1cncc(C(=O)C)n1,5.429
c1(c(cccc1)C)C(=O)C,5.429
C#CC1(CCCCC1)N(=O)=O,5.43
C1C(=COC=C1C(=O)O)C#N,5.43
[C@@H]1(OC(=O)C)CCC=C1,5.431
C=C[C@@H]1CC[C@H](CC1)OC,5.431
C#C[C@@H]1CC[C@H](C1)OC,5.431
CC(=O)c1c(nccn1)OC,5.431
C[C@@H]1C(=O)CCCC1,5.432
C=Cc1cncc(C(=O)C)n1,5.433
CCc1c(C(=O)C)nccn1,5.433
CCc1cnc(cn1)C(=O)C,5.433
C(=O)N(C)C,5.433
CO[C@H]1COCCO1,5.434
C(C(=O)OCC)C1=C(C)[C@H](C(=O)OCC)CCC1=O,5.434
c1ccc(cc1)[C@@H]1CC[C@H](CC1)C#N,5.434
C(C(C)(C)C)C=C,5.434
c1cc(ccn1)c1c(cncc1C)CC,5.435
Cn1cc(cc1C#N)C#N,5.435
c1ccc(cc1)[C@@H]1CCC[C@@H]1C(=O)O,5.436
c1cc(ccn1)c1ccnc(c1C)CC,5.438
C(=O)(OC1CCCCC1)c1ccc(cc1)C,5.438
C1CC1N1[C@H]2[C@H]3C[C@H]3[C@@H]12,5.438
N(=O)(=O)c1c(C)cc(cc1C)C,5.438
O[C]1[C]2CCN2C(=O)O1,5.439
CO[C@H]1C=CC=C[C@@H]1N(=O)=O,5.439
C1CCc2c[nH]cc2C1,5.439
C#C[C@H]1CCCC[C@H]1OC,5.439
c1cc(ccn1)c1ccnc(c1C)C,5.439
[C@@H](CO)(O)[C@@H]1[C@H]2[C@@H](O[C@@H](O1)c1ccccc1)CO[C@@H](O2)c1ccccc1,5.439
C[C@@]12[C@H]3[C@@H]1[C@@]1(C)N2[C@@]31C,5.44
c1ccc(cc1)C1(CCCCC1)O,5.44
C([C@@H](C)O)CC=C,5.44
N(=O)(=O)[C]1C=CN(C=C1)[O],5.44
c1c(c[nH]c1C(=O)O)C(=O)O,5.441
C(OO)(C)(C)C,5.441
C[C@H]1C[C@H]1c1c[nH]cc1,5.442
C1=COC(=C[C@@H]1C(=N)O)N(=O)=O,5.442
c1cc2c(cc1)nc(c(n2)C#C)C#C,5.442
C1C(=COC=C1C#N)C#N,5.442
c1ccc(cc1)c1c(C#N)nccn1,5.442
c1ccc(cc1)[C@H]1CCC[C@H](C1)C#N,5.443
C(=O)([C@@H]1C(C1)(C)C)c1ccccc1,5.443
CCC1(CCCCC1)OC,5.443
C#Cc1c(C(C)(C)C)nccn1,5.444
C(=O)(O)[C@@H]1CC[C@H](C=C1)C(=O)O,5.444
Cn1cc(C#N)c(c1)C(=O)O,5.445
C(#C)c1ccc(cc1)C=O,5.445
c12c(cccn1)ccnc2,5.445
c1c(c2c(cc1)C(=O)c1c(C2=O)cccc1)C#C,5.445
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)C#C)C#C,5.446
C=C[C@@H]1CC[C@H](C1)O,5.446
c1c(C(=O)O)[nH]c(=O)cn1,5.447
c1c(c2c(cc1)nc(cn2)N(=O)=O)C,5.447
c1cc(ccn1)c1cc(nc(c1)C)C,5.449
C(CC(=O)c1ccccc1)(CC(=O)c1ccccc1)c1ccncc1,5.449
c1ccc(cc1)C1(CCCC1)C(=N)O,5.449
c1[c]c(cc(n1)C)c1ccncc1[C](O)O,5.45
Cc1cncc(C(=O)C)n1,5.45
c1(C(=O)OCC#C)ccc(cc1)N(=O)=O,5.45
Nc1conc(N)c1=N,5.45
c1(cc(ccn1)c1ccncc1C(=O)O)C,5.45
c1ccc(cc1)[C@]1(COCCO1)O,5.45
c12c(c(N(=O)=O)ccc1N(=O)=O)cccc2,5.451
Cc1cnccn1,5.451
Cc1cccn1C1CC1,5.451
C#Cc1cncc(C(C)(C)C)n1,5.452
C(=O)c1ccco1,5.453
C=CC1(CCCC1)OC,5.453
c1ccc(cc1)[C@@H]1[C@H](C(=N)O)OCCO1,5.453
c1c(c2c(cc1)ncc(n2)N(=O)=O)C,5.454
N(C(OC)(C)C)(C(C)C)C=O,5.454
C=CC1CCCC1,5.455
COC1(CCCCC1)OC,5.455
O=C1N[C@@H](CO1)c1ccccc1,5.455
COCCOCCOc1c(C#N)nccn1,5.455
C#C[C@H]1CCCC[C@H]1O,5.455
C/C(=N/c1cnc(cn1)N(=O)=O)/O,5.456
C(C(C)(C)C)OC,5.456
[C@H](OC(=O)c1ccc(cc1)C)(CCCC(=O)C)c1ccccc1,5.456
Cc1c(C(=O)C)nccn1,5.457
C(=O)(c1ccccc1)c1ccccc1,5.457
Cc1cnc(cn1)C(=O)C,5.457
O(C(C)(C)C)[N][O],5.458
N=C\1/C=C[C@H](C=C1)O,5.458
C=Cc1cnc(cn1)C(=O)C,5.458
CC(=O)c1cncc(n1)OCCOC,5.458
C(CCC)CC=C,5.458
COC1(CCCCC1)c1ccccc1,5.459
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1CC)C,5.459
O=C1C[C@H](CCC1)[C@@H]1CC(=O)CCC1,5.459
Oc1c[nH]c(OC=O)c1,5.459
c12c(cc(cc1cccc2)N(=O)=O)N(=O)=O,5.46
O=C1C[C@@H]2[C@@H](CC1)CCCC2,5.46
c1cc2c(cc1)nccn2,5.46
Nc1c[nH]c(=O)nc1N,5.46
C[C@]12[C@@H](CC(=O)CC1)CCCC2,5.46
C#C[C@@H]1C=COC(=C1)N(=O)=O,5.461
C1=CC(=C(C1)C(=O)N)C#N,5.461
c12c(nccn1)cccn2,5.462
c1cc(ccn1)c1c(cncc1C#C)C#C,5.462
c1cc2c(c(c1)C#C)C(=O)c1c(C2=O)c(ccc1)C#C,5.462
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C)C#C,5.462
CC(=O)c1cncc(n1)OC,5.463
CCC1(CCCCC1)O,5.463
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1CC)CC,5.463
O=C1C(=O)CCCC1=O,5.463
C(=O)(OC)[C@@]12C[C@](C(=C)C1)(C)CCC2=O,5.463
Nc1c(OC=N)cn[nH]1,5.464
[C@H]([C@@H](C(=O)CO)O)([C@H](CO)O)O,5.464
C=C[C@@H]1CCC[C@@H]1CC,5.464
C[C@@]12[C@@H]3CN4[C@@H]([C@H]13)[C@@]24C,5.464
c12c(ccc(c1)N(=O)=O)ccc(c2)N(=O)=O,5.466
c1cc(ccn1)c1cc(nc(c1)C#C)C#C,5.466
c1ccc(cc1)C1(CCCC1)C#N,5.466
C#C[C@@H]1C=CC=C1C#N,5.466
C1CC[C@H]([C@H](C1)C(=N)O)O,5.467
[nH]1nccc1,5.468
c1c(c(ccn1)c1ccncc1)C#C,5.468
[C@@H]12[C@@H](O1)CCCCCC2,5.469
NC(=O)n1cc[nH]c1=N,5.469
Cn1cc(C#N)c(C#N)c1,5.469
C[C@@H]1CCCO1,5.47
CC(=O)c1cncc(n1)OCCOCCOC,5.471
C1=C[C@H](C(=C1)C(=O)N)C(=O)O,5.471
C(=C)C#C,5.472
c1(cc(ccn1)c1ccncc1C#C)C,5.472
[C@@H](C(=O)O)(O)c1ccccc1,5.473
c12c(cnnc1)cccc2,5.473
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)CC)CC,5.474
c1ccc(cc1)[C@@H]1CC[C@H](CC1)N(=O)=O,5.474
NC(=O)c1c(N)nc[nH]1,5.475
[C@H]12[C@H]3[C@H](CC[C@@H]1CCCC2)CCCC3,5.475
C#C[C@@H]1CCC[C@@H](C1)OC,5.475
C1C=C(C(=N)O)OC=C1N(=O)=O,5.475
C1=COC=C(C#N)[C@@H]1O,5.475
C(=O)(OCC=C)c1ccc(cc1)C,5.476
CC(=O)c1c(nccn1)OCCOCCOCCOC,5.477
C1(=C)CC1,5.478
c1cc(ccn1)c1c(cncc1C)C,5.479
C(=O)([C@@H]1[C@H](C1)C)c1ccccc1,5.48
c1ccc(cc1)[C@H]1CCCC[C@H]1N(=O)=O,5.48
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C)CC,5.48
C#CC1(C=C)CCCCC1,5.48
COC1(CCCC1)O,5.48
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C)C,5.481
C(C#CC(C)C)(C)C,5.482
C(CCCCC=C)CCCC(=O)O,5.482
c1(cc2c(cc1C(=O)O)nccn2)C,5.482
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)CC)C,5.483
C(#C)c1ccccn1,5.484
COC1(CCCCC1)C(=N)O,5.485
c1c(c[nH]c1C#N)C(=O)O,5.486
c1cc([nH]c1)N(=O)=O,5.486
Cc1cccnc1,5.486
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)CC)CC,5.486
c1(cc2c(cc1)nc(cn2)C(=O)O)C,5.486
C#Cc1cnc(CC)cn1,5.486
CC1(CCCCC1)OC,5.486
c1cc2c(cc1N(C)C)C(=O)c1c(C2=O)cc(cc1)N(C)C,5.487
Nc1conc1NC=N,5.488
c1ccc(cc1)c1cnc(cn1)N(=O)=O,5.488
c1ccc(cc1)[C@@H]1CCC[C@@H](C1)C(=N)O,5.488
CN[C@@]1(C#N)COCCO1,5.489
Oc1c(O)cc([nH]1)C=O,5.489
c1c(C(=O)O)ncc(=O)[nH]1,5.49
c1cc2c(cc1C#C)C(=O)c1c(C2=O)cc(cc1)C,5.491
c12c(nccn1)nccn2,5.491
c1c[nH]c(c1C#N)C(=O)O,5.491
c1c(c2c(cc1)nc(cn2)C(=O)O)C(=O)O,5.492
CC(=O)c1cnc(cn1)OCCOC,5.492
[C@H](CCC)(OO)C,5.492
c1(cc2c(cc1)ncc(n2)C(=O)O)C,5.493
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)C#C)C#C,5.493
O=C1c2c(C(=O)N1O)cccc2,5.493
NC(=O)c1n[nH]cc1N,5.494
c1cc2c(cc1C#C)C(=O)c1c(C2=O)c(ccc1)C#C,5.495
CO[C@H]1CCC[C@H]1C(=N)O,5.495
C1(=CC(=O)C=CC1=O)OC,5.496
C(C=C)(C)(C)C,5.496
c1ccc(cc1)C1(CCCC1)N(=O)=O,5.496
C=C[C@@H]1CC[C@@H](C)C1,5.496
c1ccc(cc1)[C@@H]1CCC[C@@H]1C(=N)O,5.497
[C@H]([C@@H](NC(=O)C)c1ccccc1)(N(=O)=O)c1ccccc1,5.497
CC1=C(C)C(=O)C(=C(C1=O)C)C,5.497
c12c(cc(cc2)N(=O)=O)cccc1N(=O)=O,5.497
C1C=C(C(=O)O)OC(=C1)N(=O)=O,5.497
C1=C[C@H](C(=C1)C(=N)O)C(=N)O,5.498
C(#N)C1=C(C#N)C(=O)c2c(C1=O)cn(c2)C,5.498
c1cc2c(cc1C#C)C(=O)c1c(C2=O)cc(cc1)C#C,5.498
CC#C[C@@]12C[C@@H](C1)N2C,5.499
c1c(c2c(cc1)ncc(n2)C)N(=O)=O,5.499
c1ccccc1,5.499
c1(cc2c(cc1)ncc(n2)C)C(=O)O,5.5
[C@H](CO)(C)O,5.5
C(CC=C)CCO,5.501
c1cc2c(cc1C#C)C(=O)c1c(C2=O)c(ccc1)C,5.502
C#Cc1cnc(C#C)cn1,5.503
CC(=O)c1cncc(n1)OCCOCCOCCOC,5.503
N(C(CC)(C)C)C(=O)C,5.503
c1cc2c(cc1)C(=O)c1c(C2=O)cc(c(c1)C)C,5.504
C1=COC=C([C@@H]1O)C(=O)O,5.504
C#Cc1c(CC)nccn1,5.504
c1cc2c(cc1)C(=O)c1c(C2=O)cc(cc1C#C)C#C,5.505
C#C[C@]1(COCCO1)OC,5.505
c12c(non1)cccc2,5.506
CO[C@@H]1C=COC=C1C(=O)O,5.507
C=C[C@@H]1CCC[C@@H](C1)O,5.507
C[C@H]1O[C]2C(=[N]=CO2)O1,5.507
c1(cc2c(cc1)C(=O)c1c(C2=O)c(ccc1)C)C#C,5.507
c1(c(c(ccc1)C)C)N(=O)=O,5.508
C(=O)c1cc(C)ccc1,5.508
c1cc(cc(n1)C#C)c1ccncc1C#C,5.508
c1(cc2c(cc1)nc(cn2)C)C(=O)O,5.508
CC(=O)c1cnc(cn1)OCCOCCOC,5.508
Nc1cn(C=O)nc1N,5.509
c1cc2c(cc1)nc(c(n2)C)C(=O)O,5.509
CO[C@@H]1C=CC=C1C#N,5.51
C(C1CC1)c1ccc[nH]1,5.51
c1(cc2c(cc1)C(=O)c1c(C2=O)c(ccc1)C#C)C#C,5.511
C#C[C@@H]1[C@H](O)OCCO1,5.511
C=Cc1ccc(cc1)N(=O)=O,5.511
C(CCCC=C)OCCOC,5.512
C1[C@H](CCCC1=O)C,5.512
C(CCC=C)C(=O)C,5.513
C(C#N)c1ccccc1,5.514
C1[C@H]2C[C@@]34CC[C@@]3(N4)[C@@H]12,5.514
c1ccc(cc1)c1c(nccn1)N(=O)=O,5.515
C=C[C@@H]1CC[C@H](C1)C(=N)O,5.516
C#Cc1c(C(=O)C)nccn1,5.516
C#Cc1cnc(C)cn1,5.516
C#Cc1cncc(CC)n1,5.516
c1ccc(cc1)[C@@H]1CC[C@H](CC1)C(=N)O,5.516
CCC1(CCCC1)OC,5.517
N(=O)(=O)c1c(C)cccc1C,5.517
C1CCC(CC1)(C#N)N,5.518
C(C)(C)(C)C1CCC(=O)CC1,5.518
NC(=O)n1ccnc1N,5.519
C(#CCC)CC,5.519
CC1(C)C[C@@H](C)CC(=O)C1,5.519
CO[C@@H]1C=COC=C1C#N,5.52
N=c1[nH]nc2OCCn12,5.52
C(=O)([N][N]C(=O)OCC)OCC,5.521
c1(cc2c(cc1)C(=O)c1c(C2=O)cccc1)C#C,5.521
C(C)(C)(C)c1ccc(cc1)C=O,5.521
CO[C@@H]1CCC[C@@H](C1)OC,5.522
c12c(c([C](C#N)C#N)ccc1[C](C#N)C#N)cccc2,5.522
C=Cc1c(C(=O)O)nccn1,5.524
C1C=C(N(=O)=O)OC=C1C(=O)O,5.524
C1=COC(=C(C1)C#N)N(=O)=O,5.524
c1ccc(cc1)[C@@H]1CCC[C@@H](C1)N(=O)=O,5.524
C[C@@]12CN3[C@H]4[C@@H]3[C@]1(C)[C@@H]24,5.525
CC1(C)Cn2cccc12,5.525
C1(=O)NCCCCC1,5.526
C(=O)(O)[C@@H]1[C@@H](O)[C@H](O)[C@@H]([C@@H](O1)O)O.C(=O)(O)[C@@H]1[C@@H](O)[C@@H](O)[C@H]([C@H](O1)O)O,5.526
C1=C[C@H](C#N)[C@H](C=C1)C#N,5.527
COCCOc1c(C(=O)O)nccn1,5.527
CC(=O)/N=c\1/cncc([nH]1)N(=O)=O,5.528
N(=O)(=O)c1c(C)c(C)c(c(c1C)C)N(=O)=O,5.529
CC(=O)c1cnc(cn1)OCCOCCOCCOC,5.529
c1c(c(c[nH]1)C(=O)O)C(=O)O,5.529
[C@H]([C@@H]([C@H](C=O)O)O)([C@@H](CO)O)O,5.531
C1(CCC(=O)CC1)C,5.531
C=C[C@H]1CCC[C@@H](C)C1,5.532
C#Cc1c(C)nccn1,5.532
N(COC)(C=O)C,5.534
C1=C[C@@H](C#N)C(=C1)C(=N)O,5.534
c1(N2C(=O)C=CC2=O)cc(N(=O)=O)ccc1,5.535
C=C[C@H]1CCCC[C@H]1CC,5.535
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)C)CC,5.535
O=C1c2c(C=CC1=O)cccc2,5.536
c1c(C#N)c[nH]c1C#N,5.537
C[C@@H]1[C@@H](OC(=O)N1)c1ccccc1,5.537
CC(=O)c1cnc(cn1)OC,5.538
C(#N)c1c[nH]cc1C(=O)O,5.538
N([C@@H](OC)C)(CC)C=O,5.538
CC(=O)c1c(C(=O)C)nccn1,5.539
c1cc(C#N)[nH]c1C#N,5.54
OC(CO)CO,5.54
C=C[C@@H]1CCCC[C@@H]1C,5.54
C1C=C(C#N)OC(=C1)N(=O)=O,5.54
C(=O)c1c(C=O)cccc1,5.541
O1CCCC1,5.541
N1(C=CN=C[CH]1)[O],5.541
c1cc2c(c(c1)C)C(=O)c1c(C2=O)c(ccc1)CC,5.542
C1=C[C@@H]([C@H](C=C1)N(=O)=O)C(=N)O,5.542
[C@]12(C(C)(C)C)C[C@@H]3C[C@H](C1)C[C@H](C2)C3,5.543
Oc1n[nH]cc1NC=N,5.544
C(C#N)(C#N)c1ccc(cc1)C,5.544
C(C#CCO)OCCO,5.544
C#Cc1cncc(C)n1,5.544
C[C@@H]1[C@@H](OC(=O)N1C(=O)C)c1ccccc1,5.545
CC[C@@H]1CCC[C@@H]1OC,5.546
NC(=O)c1c[nH]c(N)n1,5.547
C(=O)(CCC)CCC,5.547
C(=O)c1ccc(cc1)C,5.548
CC(C)(C)c1c(C(=O)O)nccn1,5.549
C[C@H]1CCc2c[nH]cc12,5.549
c1c[nH]c(C#N)c1C#N,5.549
C1C(CC=CC1=O)(C)C,5.549
C=Cc1cncc(C(=O)O)n1,5.55
COCCOCCOc1c(C(=O)O)nccn1,5.55
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)C)CC,5.552
c1(ncncc1)C,5.552
c1(cc2c(cc1)C(=O)c1c(C2=O)cc(cc1)C)C,5.554
C=CC1(CCCC1)C(=N)O,5.554
c1cc2c(cc1C)C(=O)c1c(C2=O)cc(cc1)C,5.554
C1=COC=C(C#N)[C@@H]1C#N,5.555
c1cc2c(cc1CC)C(=O)c1c(C2=O)cc(cc1)C,5.555
C(=O)(C)c1cnccn1,5.557
CC[C@@H]1[C@H](C(=N)O)OCCO1,5.557
C=C[C@@H]1CCC[C@H](CC)C1,5.557
[C@H](C(=O)C)(C)O,5.558
C#Cc1c(C#C)nccn1,5.559
Oc1coc(=N)c(O)c1,5.559
C1=CC(=CC1)N(=O)=O,5.559
C=C[C@@H]1CC[C@H](CC1)O,5.56
c1c(c2c(cc1)nc(cn2)C)N(=O)=O,5.56
C[C@@]12CN3[C@H]4[C@@H](C1)[C@H]4[C@@H]23,5.561
Nc1nn2CCOc2n1,5.561
[C@H]12C(=O)CC[C@H](C1)C(=O)CC2,5.561
c1ccc(cc1)[C@H]1CCCC[C@H]1C(=O)O,5.562
C#C[C@@H]1CC[C@@H](C=C)CC1,5.563
O(C)[C@@]12[C@@](C)(C[C@](O1)(C=C)C)C(=O)CC2,5.563
C[C@@]12[C@@H]3C[C@H]4N([C@H]13)[C@@]24C,5.564
c1c(c2c(cc1)ncc(n2)C(=O)O)C(=O)O,5.564
C(#N)c1c[nH]cc1C#N,5.565
C1=C[C@H](C#N)C(=C1)C#N,5.565
N(C=O)C1CCCCC1,5.565
C1C=C(N(=O)=O)OC=C1C#N,5.566
c1cc(c(cn1)C#C)c1ccncc1C,5.566
C[C@H]1[C@@H]2[C@H]3[C@@H]2N2C[C@@H]1[C@@H]32,5.566
c1c(c2c(cc1)C(=O)c1c(C2=O)c(ccc1)C)C,5.567
C#CC1(CCCC1)O,5.567
O(C(C)(C)C)C,5.568
O=C1CC(=O)CC1,5.569
O(CCC)CCC,5.569
C#C[C@]1(COCCO1)O,5.57
CC1(C)C(=O)CC(CC1=O)(C)C,5.57
O=c1[nH]c(=O)[nH]cc1,5.571
OC1=N[N]N[C]1N1CC1,5.572
c1cc2c3c4c1c(=O)n(c(=O)c4ccc3c(=O)n(c2=O)C)C,5.572
C(COO)CCC,5.572
Oc1ccncc1,5.572
c1(cc2c(cc1)ncc(n2)N(=O)=O)C,5.573
C=C[C@H]1CCCC[C@H]1C(=N)O,5.573
c1c(c2c(c(c1)C)nccn2)N(=O)=O,5.573
C(=O)(C(=O)c1ccccc1)N1[C@H](C)CCC1=O,5.573
n1ccccc1,5.574
O[C]1=NN2CCN[C]2N=1,5.575
c1cc2c(c(c1)C)C(=O)c1c(C2=O)c(ccc1)C,5.575
Nc1coc(=O)cc1O,5.575
c1cc2c(cc1C)C(=O)c1c(C2=O)c(ccc1)CC,5.576
C[C@@]12[C@H]3C[C@@H]1N1C[C@H]3[C@H]21,5.577
CC[C@@]12[C@@H]3CN4[C@@H]([C@H]13)[C@@H]24,5.577
C=CC1(C)CCCC1,5.578
C(CCCCOCCO)CCCCCCC,5.578
C(=O)(C(=O)O)c1ccco1,5.579
O=C1CCCC=C1,5.579
[C@@]12(C[C@@H]3C[C@H](C1)C[C@H](C2)C3)CC,5.579
C#CC1(C#C)COCCO1,5.579
O=c1[nH]nc2NCCn12,5.58
C(#N)[C]1N([N]OC1=O)c1ccc(cc1)C,5.581
C[C@@H]1CC[C@H](CC1)OC,5.581
C(=C)=C,5.581
CC(=O)c1cnc(cn1)C(=O)C,5.581
C=C[C@@H]1CC[C@H](C1)N(=O)=O,5.581
COCCOCCOCCOc1c(C(=O)O)nccn1,5.582
C1=COC(=C(C1)N(=O)=O)N(=O)=O,5.584
C1C=C(C(=C1)C(=O)O)C(=N)O,5.585
C(=O)(CCC(=O)C)c1ccccc1,5.585
c1cc(cc(n1)C#C)c1ccnc(c1)C#C,5.585
CO[C@@H]1CC[C@H](CC1)OC,5.585
O=C1N(C(=O)N=N1)c1ccccc1,5.586
C1=C[C@@H](C(=C1)N(=O)=O)O,5.587
c1(c2nccnc2)nccnc1,5.587
C=C[C@@H]1CC[C@H](CC1)N(=O)=O,5.587
Nc1n[nH]c(OC=N)c1,5.587
NC(=O)Nc1c[nH]cn1,5.588
C1C[C@H](C[C@@H]1C(=N)O)O,5.589
C[C@@]12C=C[C@H]3CC[C@@H]1N23,5.59
O[C@H]1CNc2c1[nH]nn2,5.59
[C](C#N)(C#N)c1ccc(cc1)[C](C#N)C#N,5.59
O=C1CCCC1,5.591
C1(=O)C(=O)C=CC(=C1)C,5.593
c1(cc2c(cc1)C(=O)c1c(C2=O)c(ccc1)CC)C,5.593
c1(ccc(cc1)[NH])[NH],5.594
C1=COC=C([C@@H]1C(=O)O)N(=O)=O,5.594
C[C@H]1C[C@H]2[C@@H]3[C@H]2N2[C@@H]3[C@@H]12,5.594
C[C@H]1CCCC[C@H]1C(=N)O,5.594
C1CO[C@@](CO1)([C]([NH])O)N,5.596
C(CCC(=O)C)C(C)(C)O,5.596
c1cc2c(cc1CC)C(=O)c1c(C2=O)c(ccc1)C,5.597
C=Cc1cnc(cn1)C(=O)O,5.598
COCCOCCOc1cncc(C(=O)O)n1,5.598
C(COCCO)(COCCO)(COCCO)CC,5.598
CC(=O)c1cncc(C(=O)C)n1,5.598
CC(C)(C)c1cncc(C(=O)O)n1,5.598
c1c(c[nH]c1C(=O)N)N(=O)=O,5.598
CC[C@@H]1CC[C@H](CC1)OC,5.598
C=C[C@@H]1C=CC=C1N(=O)=O,5.598
C(C(=O)O)C1=C(C)[C@H](C(=O)O)CCC1=O,5.599
c1cc(c(cn1)C)c1ccnc(c1)C#C,5.599
C(C=O)(C)(C)O,5.6
C1C=C(C#N)C(=C1)C(=N)O,5.6
C#C[C@@H]1C=COC=C1N(=O)=O,5.6
C=C[C@@H]1CC[C@@H](C=C)CC1,5.601
[NH2]=C([NH])c1c(N)nco1,5.602
c1cc2c(cc1C)C(=O)c1c(C2=O)c(ccc1)C,5.603
c1c[nH]c(=O)c(n1)N(=O)=O,5.603
CO[C@@H]1CC[C@H](C1)O,5.603
c1(cc(ccn1)c1ccnc(c1)C)C#C,5.603
CC1C(=O)CCCC1=O,5.604
c1c(c2c(cc1)C(=O)c1c(C2=O)cccc1)CC,5.604
CC1(CCCC1)C(=N)O,5.604
c12c3c(C(=O)c1ccc(c2)N(=O)=O)ccc(c3)N(=O)=O,5.605
C1CCC(C1)C(=N)O,5.605
COc1c(C(=O)O)nccn1,5.606
COC1CCCCC1,5.606
CO[C@]1(COCCO1)O,5.606
C1=C(N(=O)=O)OC(=CO1)N(=O)=O,5.608
C#C[C@@H]1CCC[C@H](C=C)C1,5.608
O(CC)O,5.61
[C@H](C(=O)CC)(C=O)C,5.61
COCCOc1cncc(C(=O)O)n1,5.61
C#Cc1ccc(cc1)C(=O)O,5.613
